,Reviews,Remarks
3023,"जितेंद्र बहादुर सिंह,नई दिल्ली 
खाल बेचकर करोड़ों का चंदा जुटाता है जैशhttps://t.co/ZzIp26VFK3",neutral
3024,"दाऊद इब्राहिम पर भारत सरकार का नया शिकंजा LR भेजकर संपत्ति को जब्त करने की मांग की UK ,UAE ,ऑस्ट्रेलिया सायप्रस, तुर्की मोरक्को भेजा LR।",neutral
3025,@rajansi45 पर सर दावूद का राजदार छोटा शकील ने कहा है की वो फिट है।,neutral
3026,"Shaktimaan ke baad ab Dawood ki baari, ek deshbakth, doosra desh drohi..interesting?@rajansi45",neutral
3027,"कोल्लम में हुए हादसे के बीच, गृहमंत्रालय द्वारा बुलाई फायर सेफ्टी कांफ्रेंस से शायद देश भर से आये फायर डिपार्टमेंट कुछ सीख लेंगे,और अमल भी।",neutral
3028,"PAKJIT,NIAके अधिकारियों से मिल रही है90मिंनट ब्रीफिंगमेंआतंकियों के सभी सबूत दिये जाएँगे पर क्या पाक इनसबूतों को मानेगा या फिर26/11जैसाहोगा।",neutral
3029,Rssमें ड्रेस बदलने के सूत्रधार के तौर पर ज्योतिषाचार्य अजय भाम्बी को देखा जा रहा है 2011 में अपना प्रस्ताव RSS को दिया था जो अब मूर्त हुआ।,neutral
3030,"मणि,Aajtak,कांग्रेस ने जो सवाल उठाये,मै कहूँगा की वो हमारी रिपोर्ट पढ़ लेते,सतीश वर्मा ने कहा था वो हमने अपनी रिपोर्ट में कहा है#IshratJahan",neutral
3031,प्रभु की रेल में क्या देश के आम लोगों के लिए कुछ खास होगा देखिये सीधे लाइव @12 ..,neutral
3032,"गृह मंत्री कर रहे हैं बैठक।बैठक में गृह राज्य मंत्री किरन रिजिजु , चौधरी वीरेंदर सिंह, मनोहर पर्रिकर,अरुण जेटली मौजूद।जाट आंदोलन",neutral
3033,तुम मुझे खून दो मैं तुम्हे आजादी दूँगा। सलाम देश के वीर सपूतो को।आज खुल रही हैं सीक्रेट फ़ाइल।,neutral
3034,डिफेन्स मिनिस्टर pm मोदी को दे रहे हैं पूरे ऑपरेशन की जानकारी।,neutral
3035,पठानकोट एयरबेस में 2 और आतंकी होने की खबर,neutral
3036,अंग दान से अमरता मिलती है।मोदी मन की बात में।,neutral
3037,प्रधानमंत्री ने जैविक खाद बनाने का अपना अनुभव मन की बात में बताकर देश के सभी किसानो को ऊर्जा से परिपूर्ण कर दिया है।,neutral
3038,Ab pachhataye kya hot hai jab chidiya chug gai khet.... http://t.co/JHRBVxfGFF,neutral
3039,"Rahul Gandhi returns from Bangkok
.",neutral
3040,दिल्ली: तुर्कमान गेट इलाके में मामूली टक्कर पर बाइकसवार युवक को कार सवार 4 लोगों ने पीट-पीटकर मार डाला। vah re delhi...vah re delhi police,neutral
3041,RRS seva sangam in resort.....aa gaye achachhe din http://t.co/tSjM4vpLnT,neutral
3042,"Mukhtar Abbas Naqvi, Rajiv Pratap Rudy &amp; Manoj Sinha to be elevated from MoS to Cabinet posts .sources",neutral
3043,"RT @SinghRPN: आरपीएन ने किया विद्युत सब स्टेशन का निरीक्षण 
http://t.co/RudwHtA5i3",neutral
3044,राम नवमी के पावन पर्व पर सभी को हार्दिक शुभकामनायें !,neutral
3045,Dosto agar koi galat bole usako sting kar lo....kejariwal ke ye bayan ab unhi per istemaal ho rahe hai????,neutral
3046,केंद्र सरकार ने पश्चिम बंगाल के एक कॉन्वेंट स्कूल में 71 साल की नन से गैंगरेप की घटना की जांच सीबीआई से कराने के आग्रह को ठुकरा दिया।,neutral
3047,"RT @narendramodi: मेरे जैसे करोड़ों देशवासियों के लिए आज का दिन ऐतिहासिक है, जब अटल जी को भारत रत्न दिया जा रहा है।",neutral
3048,"राहुल गाँधी को तो खामखां में आप कह रहे हैं वो तो #market में हैं ही नहीं: पूर्व-मंत्री हंसराज भारद्वाज, ऐसे बोले जैसे आलू मटर की बात हो",neutral
3049,उत्तर प्रदेशः मनरेगा घोटाले की जांच के सिलसिले में सीबीआई ने सोनभद्र में छापेमारी कर तीन लोगों को हिरासत में लिया ...sources,neutral
3050,RT @ajitanjum: मीडिया ने जनरल साहब के साथ बहुत नाइंसाफ़ी की है.माफी माँगे सबके सब कि उनकी अंग्रेज़ी समझे बग़ैर ग़लत मतलब निकाल लिया http://…,neutral
3051,"पाक उच्चायोग में हमारा जाना कुछ नया नहीं था। राज्य मंत्री भी जाते रहे हैं और अलगाववादी भी। इस बार फर्क सिर्फ यह था, वह था विरोधः वी के सिंह",neutral
3052,"RT @narendramodi: MP के लोकप्रिय मुख्यमंत्री एवं मेरे मित्र, @ChouhanShivraj ji को जन्मदिन पर शुभकामनायें। उनके अच्छे स्वास्थ्य और दीर्घायु…",neutral
3053,"तैयार हो जाइए अगले कुछ दिनों तक रुदाली गैंग,साज़िश गैंग और एक़ शख्स से नफ़रत की हद तक""प्यार"" करने वाले लोग चीख चीख… https://t.co/MstCmDGrFF",neutral
3054,"Exit poll में हार की खीज कृपया EVM पर न उतारें : 
हर स्ट्रांग रूम के बाहर हंगामा एक सुनियोजित साजिश नज़र आ रहा है।… https://t.co/NJz22Ez1Wz",neutral
3055,"मज़ाक नहीं जनाब आपने अपराध  किया है...अब माफी का वक्त भी नहीं बचा है,शर्म बची हो तो प्रायश्चित कीजिये... https://t.co/m7if1CNGT9",neutral
3056,"RT @rahulkanwal: जानें हर राज्य की हर सीट का Exit Poll
क्या यूपी में फंस सकती है मुलायम और @RahulGandhi की सीट?
क्या ओडिशा और बंगाल में खि…",neutral
3057,"RT @rahulkanwal: #AajTakAxisPoll : ग़रीबों को लुभाने में नाकाम रही @RahulGandhi की न्याय स्कीम, @BJP4India है गरीब वोटरों की पहली पसंद. 45%…",neutral
3058,"Exit poll के बाद भी समाजवादी पार्टी के उच्चस्थ source के मुताबिक 50 सीटें गठबंधन को मिल रही है...

आंकड़ा 50 के नीचे लाने को तैयार नहीं है..",neutral
3059,"चुनाव निबटते ही एक्शन मोड में आये योगी, गोरखपुर से ही राजभर को निबटाया...अगर exit poll जैसी सीटें आईं तो अपने रंग… https://t.co/rsjLYWlZi4",neutral
3060,"""हुआ तो हुआ""-आखिरकार वही हुआ जो होना था.. 

ओम प्रकाश राजभर हटा दिए गए..अब राजभर की जगह निषाद आएंगे.

लेकिन बीजेपी… https://t.co/IaoH7RWqwD",neutral
3061,"चंद्रबाबू का अखिलेश और मायावती से मिलना तो फिर भी समझ में आता है, शरद यादव और केजरीवाल से मिलकर कौन सी सरकार बना… https://t.co/PKtdGzLk7j",neutral
3062,RT @neerajjournalis: वोट के तैयार है काशी और हम उसका मूड देखने के लिए @abhishek6164 @neelanshu512 #LokSabhaElections2019 https://t.co/YDE8b…,neutral
3063,थोड़ी जल्दबाजी नहीं लग रही! https://t.co/wb2PEPi3ek,neutral
3064,"तो क्या नायडू नए ""हरकिशन सिंह सुरजीत"" साबित होंगे ! ..बीजेपी को बहुमत नहीं मिलने की सूरत में ""मोदी रोको"" कवायद शुरू… https://t.co/G9qtDg0Jua",neutral
3065,अद्भुत https://t.co/ZcRWxEganQ,neutral
3066,RT @AzmiShabana: @aajtak @abhishek6164 @sahiljoshii Main behad shukrguzar hoon ke aap #Mijwan @AzmiKaifi ke ghar pahunche aur sachchai logo…,neutral
3067,"RT @rahulkanwal: -2013 से एक्सिस माई इंडिया ने किए 36 पोस्ट-पोल सर्वे 
-36 में से 34 में सही साबित हुआ विजयी पार्टी/गठबधन का अनुमान  
https…",neutral
3068,आज़मगढ़ में चुनाव के दौरान https://t.co/xghTekdCm1,neutral
3069,सच्चाई को अपनाना आसान नहीं दुनिया भर से झगड़ा करना पड़ता है,negative
3070,ये इस देश का दुर्भाग्य नहीं तो और क्या है कि अरबों रुपयो का IPL भी उस देश में हो रहा है जहाँ करोडो BPL बसते है|,negative
3071,शिक्षक दिवस पर खाने से 129 बच्चे बीमार - बीबीसी हिन्दी - #wnn7,negative
3072,IM को पैसे मुहैया करता था शेख त्योहारों के समय दिल्ली को दहला - #wnn7,negative
3073,जब जब उन्होंने मुझे समझा नहीं कुछ खुद को कुछ मुझे भीतर से दुखा गए :( जोगी,negative
3074,अगर फेसबुक ट्विटर पर लिखने से या समझाने से गद्दार मुसलमान पाकिस्तान भाग खडे होते तो मै सदैव लिखता रहता परंतु,negative
3075,कश्मीर में आई बाढ;-बारिश लगातार 5वें दिन भी जारी फौज पर पत्थर फेंकने वालो को अब आई फौजकी याद अब कहाँ गया गिलानी कहाँ गया यासिनमलिक,negative
3076,तुम मुझ से मिलो तो अपने दायरे में रहना मेरे दायरे में क्या है मजबूरियां बहुत है,negative
3077,बीजेपी और भक्त ऐसा बर्ताव कर रहे हैं जैसे केजरीवाल के इस्तीफे ने उन्हें हमेशा के लिए संविधान का Rape करने का हक दिया।#FraudBySecretBallot,negative
3078,अमेरिका-यूरोप-इजरायल को महापापों का फल भोगना ही पड़ेगा आज नहीं तो कल आदिवासियों का जमाना नहीं जिन्हें कुचलकर ये मजे मार रहे,negative
3079,राजकोटमें इन्टर कोर्पोरेशन क्रिकेटके खिलाफ पानीकि किल्लत के बहाने कॉंग्रेसीओने पीच खोद डाली IPLके लिये पानी शायद अजीत पवारसे मील जाता होगा.,negative
3080,भईया अब इस नेट-स्पिड में ट्विटींग ही कि जी सकती है ।,negative
3081,ये follow unfollow के लोचे में कही जिन्दगी न गुजर जाए।,negative
3082,अब कोई अच्छा भी लगे तो हम इजहार नहीं करते,negative
3083,पाकिस्तानी अहमद शहजाद ने कहा मुसलमान बन जाओ सीधे जन्नत जाओगे।हम कहते है सुवर के औलाद इंसान बन जाओये धरती जन्नत बन जायेग,negative
3084,#Shabdankan #Hindi इस स्त्री-विरोधी संपादकीय को स्त्रियां न पढ़ें - प्रेम भारद्वाज |…,negative
3085,#Shabdankan #Hindi सरकारी भ्रष्टाचार से लहू-लुहान होता एक ईमानदार अधिकारी - डॉ. बिभा कुमारी…,negative
3086,मिडिया में तो यही आ रहा है कि मर गया,negative
3087,एक भारतीय औरत का जिद्दी जज्बा 'मेरी कॉम' - दिव्यचक्षु | Mary Kom (Priyanka Chopra) Review - Divya-Chaks #Hindi,negative
3088,जगत हैचलायमान बहती नदी के समान पार कर जाओ इसे तैरकर इस परबना नहीं सकते घर।। ~HRB,negative
3089,मैं स्वामी जी से सहमत हूँ हम सेक्यूलर देश में रहते हैं जहाँ सरकार एवं मीड़िया अल्पसंख्यक को तुष्टकरनें के लियें,negative
3090,किसी के साथ बिताये हुए पलों को ना भुला पाओ तो दिल को समझा दो कि वो सिर्फ एक बुरा सपना था ।,negative
3091,मनुष्य को निरोग दीर्घजीवी और सुसंस्कृत बनाने के साधन की बढोत्तरी के फलस्वरूप आज भी मनुष्य दु: खी और चिन्तित है,negative
3092,भारत के महाकवि कालिदास के हाथों मारे गए थे :,negative
3093,इंसान खा रहा है इंसान को और उस से भी खतरनाकखबर ये है कि #McDonald 's वाले इसे परोस रहे हैं?,negative
3094,प्रजेंटेशन देने कांग्रेस दफ्तर नहीं पहुंचे प्रमुख सचिव राजौरा,negative
3095,बगदादी की मौत की ख़बर सुन कर सोनिया बहुत फूट फूट कर रोई -- चप्पल चटोरा ख़ुर्शीद / कुर्सी चोर /बैसाखी चोर,negative
3096,Effect of Japan's Oil? {জাপানী তেল - जापानी तेल} - प्रधानमंत्री जी यह ट ठीक है पर भारत कब खेलेंगे फाइनल?,negative
3097,मर गया क्या चिरकुट?,negative
3098,जिस राष्ट्र का अस्तित्व खतरे में हो जो अपने लोगों को बचाने में असमर्थ है वह राष्ट्र भारत को सहायता देने की बात कर रहा है।,negative
3099,थेंक्यू #Vodafone फॉर धिस आधी रात का धोखा & सुपर-स्पिड नेट :|,negative
3100,मँडे को तो एैसे रोते हैं जैसे इनको आफ़िस पहुँचते ही जलते तवे पर बैठा देते हैं।,negative
3101,सुकना घोटाला: केंद्रीय मंत्री VK सिंह दोषी करार,negative
3102,गुजरात में अगर कोई घटना हो तो मोदी जिम्मेदार-मीडिया और अगर घटना दिल्ली में हो तो समाज जिम्मेदार तो फिर दिल्ली में सरकार क्या घास छीलने के लि,negative
3103,सरबजीत की गलती बस इतनी थी की वो भारत में पैदा हुआ जहाँ नौजवान फेसबुक चलाते हैं और हिजड़े देश,negative
3104,भूल जायेंगे तुम्हे यह वादा है तुमसे जिस्म से सांस का ज़रा रिश्ता तो टूट जाने दो,negative
3105,किस का रस्ता देखे ऐ दिल ऐ सौदाईमीलों हैं खामोशी बरसों हैं तनहाई,negative
3106,आज धोनी ने जो किया वो कप्तान के लिहाज से तो बिल्कुल भी ठीक नहीं. रायडू एक बल्लेबाज के तौर पर टीम में हैं क्या आपको रायडू पर भरोसा नहीं?,negative
3107,दरअसल कोली को फांसी पर चढ़ाकर यह संदेश दिया जा रहा है क‌ि इंसान को कानून से नहीं गरीबी से डरना चाह‌िए। :-(,negative
3108,J&K में बाढ़ से मरने वालों की संख्या 150,negative
3109,मैं आधा पागल हूँ क्योंकि सचाई ईमानदारी रूल्स की बाते करता हूँ और वो लोग पुरे पागल जो इन चीजों के लिए सब कुछ छोड़ देते हैं :-),negative
3110,भाई ये किसका असर है? कुछ तो गडबड है,negative
3111,बगदादी की मौत की ख़बर सुन कर ममता नीतिश लालू केजरी मुलायम सोनिया आदि में शोक की लहर मोदी पर अमरिका से सम्बन्ध तोड़ने का दबाव बनाने पर सहमति,negative
3112,आम आदमी पार्टी के विधायकराजेश गर्ग गिरफ्तार किए गए। रोहिणी मेंएक आम सभा के दौरान यह गिरफ्तारी,negative
3113,“@virendr241: पाकिस्तानी घुसपैठ करना चाहते थे … जन्नत में … हमने जन्नत … के वाशिंदों को ही भेज दिया उनके … जहन्नुम में।”,negative
3114,पाकिस्तानी घुसपैठ करना चाहते थे … जन्नत में … हमने जन्नत … के वाशिंदों को ही भेज दिया उनके … जहन्नुम में।,negative
3115,संत्रास कुन्ठा असंतोष का दिन प्रतिदिन उत्तरोत्तर अभिवृद्धि का कारण भोतिक वाद और सांसारिकता में लिप्तता ही है।,negative
3116,जेवरात व नकदी चोरी: तारानगर। गांव बांय निवासी एक व्यक्ति ने गांव के एक युवक पर घर में घुसकर जेवरात व नकदी चुर,negative
3117,हर माह शेखावाटी में पांच परिवारों को मौत बांट रहा एड्स: चूरू। एड्स को नियंत्रण में करने के लिए चलाए जा रहे जाग,negative
3118,ये बिंदी गैंग अब क्यों नहीं करती नारी अधिकार की बात ?,negative
3119,भारत में सबसे ज़्यादा भैया उत्तर प्रदेश में हैं लेकिन अफ़सोस . फ़िर भी बहनें सबसे ज़्यादा असुरक्षित वहीं पर है,negative
3120,भारत में लव-जिहाद व मिशनरीज़ द्वारा छलकपट से निर्धन व भोले लोगों का धरमपरिवर्तन बहुत बड़े पैमाने पर एकसाज़िश के तहत किया जा रहा है ।,negative
3121,हाफेज असद के समय भी अमरीकी और इस्रायली ड्रूज मुस्लिम व सुन्नी मुस्लिमों को भड़काते रहे।असद ने भी बड़ी क्रूरता से उनको कुचला।,negative
3122,अच्छा हुआ कि वफादारी की कोई जात नहीं होतीवरना कुत्ते भी साथ जात देखकर ही निभाते,negative
3123,आदमी का समय ख़राब होता है तो कुछ ऐसा होता है,negative
3124,सावधान भाईओं और बहनों नजरे सचेत रहें देश का दुश्मन कोई भी हो हमारी माँ भारती के लिए बुरा सोचने से पहले,negative
3125,ये वही काश्मीरी लोग है जो सेना के जवान को अकेला देख मौत के घाट उतार देती है जब सेना के जवान इनके मोहल्ले में,negative
3126,बड़ा सवाल तो ये है के ये 2 चूतिये कौन हैं ???,negative
3127,अपनी फेविरट टीम से पुने का मैच देखने पर इस बात की संतुष्टि रहती है कि ये तो पक्का हारेगा ;),negative
3128,#छत्तीसगढ़ की एक अदालत ने 25 #माओवादियों की #संपत्ति #कुर्क करने के आदेश दिए हैं. इन पर कांग्रेस नेताओं समेत 32 लोगों की हत्या का आरोप है.,negative
3129,बस कर रुलाएगा क्या :P,negative
3130,ना तंग करो इतना हम सताऐ हुऐहैं महोब्बत का गम दिल पे उठाऐहुऐ हैं खिलौना समझ कर हम से ना खेलो हम भी उसी खुदा के बनाऐ हुऐहैं,negative
3131,मुझे तो इस बात कि चिंता है कि इस बार IPL कि नीलामी मे ambati raidu पर कोइ not for sale ;only for display का टैग ना लाग दे,negative
3132,आंध्र प्रदेश में चोरों के हौसले बुलंद एटीएम मशीन उखाड़ ले गए अपने साथ #srikakulam #ATM #CCTV #police #SBI #kottur,negative
3133,2. यही बात हम जैसे लोग सद्दाम के बारे भी बोलते रहे अंदर की लड़ाई अंदर वाले ही लड़ें कोई बाहरी गुंडा हीरो न बने,negative
3134,भुवन बनने चले थे धोनी बन के आ गए कचरा भी मुँह पे थूकने से मना कर दिया,negative
3135,ऐसे लोग ही असली कीडे हैं इनको तुरंत ब्लाक करना ही बेहतर --> <---,negative
3136,देशाने आता हि भ्रष्टाचाराची कात टाकायला हवी,negative
3137,कलंकिनी '' -:,negative
3138,असद के अपने पाप भी कम नहीं अंदर की लड़ाई अंदर के लोग ही लड़ें बाहर वाले बाहर ही रहें,negative
3139,मुलायम चचा - बीजेपी ने सारी साजिश करके यूपी में दंगे कराये हैं।अब सपा कार्यकर्त्ता खफा हैं की नेता जी कोई काम की शाबाशी उनको नहीं देते।,negative
3140,राहुल गांधी मोदी से ज्यादा भरोसेमंद हैं। मोदी साम्प्रदायिक हैं ये भरोसे से नहीं कहा जा सकता मगर राहुल मूर्ख है इस पर आप भरोसा कर सकते है।,negative
3141,अन्याय करना पाप है तो अन्याय को सहन करना महापाप है,negative
3142,एक और विवादित मंत्री: सुकना जमीन घोटाला मामले में आर्म्ड फोर्सेज ट्राइब्यूनल के फैसले ने…,negative
3143,यह कह कर मेरा दुश्मन मुझे हँसते हुए छोड़ गया के तेरे अपने ही बहुत हैं तुझे रुलाने के लिए #RDShayiriChaska,negative
3144,दौड़ा दौड़ा के मरो शालो को,negative
3145,कांग्रेस के नेताओं पे हमला लोकतंत्र पे हमला आम आदमी नेता से सवाल पूछने जाये तो पुलिस से बैरीकेडिंग करवाना लोकतंत्र पे हमला नहीं ??,negative
3146,शुकर है कि मोदिजी ने हेल्प के नाम पर बाड कि कडे शब्दों मे निंदा नहीं कि,negative
3147,हद है यार वो #ISIS गर्व से ज्वाइन करे तो भी सेकुलर कहे जाते हैंहम का नाम भी ले तो सांप्रदायिक बन जाते हैं,negative
3148,आज से पितर पक्ष शुरू हो रहा है अपने पूर्वजो के नाम से जरूर दान करे और कोई भी शुभ काम या उत्सव न मनाये पूर्वजो के लिए पूजा पाठ करे #HDL,negative
3149,अगर भरोसे के लायकनहीं हो तो #Rayudu हो तुम.#EngvsInd #IndvsEng #t20,negative
3150,मैं पहले से ही सब कुछ खो दिया,negative
3151,भाई तुम अपने आपको गांडू बोल सकते हो 😓 लेकिन मेरे मुंह से बुरा लगेगा इसलिए नही बोला था,negative
3152,कश्मीर और खालिस्तान को लेकर विदेशो से चलाये जा रहे पेज और वेबसाइट अभी भी भारत में Visible हैं,negative
3153,वो रस्सी आजभी संग्रहालय में है जिस्से गांधी बकरी बांधा करतेथे किन्तु वो रस्सी कहां है जिस पे भगत सिंह सुखदेव और राजगुरु हसते हुएझूले थे?,negative
3154,आगे निकलने की होड़ में जिंदगी जीवन मूल्यों का त्याग करने से नहीं हिचकिचाती।और जो जितने ही ऊंचे पद पर है वो उतना बड़ा पाप करने को तैयार है।,negative
3155,कलेजे पर साँप लोटना = भक्तजन का निम्नलिखित ट्विट पढ़ना ।,negative
3156,हाथ वहीं लौड़े चलाते है जिनके पास वायग्रा खाने का कोई बहाना नहीं। :D,negative
3157,अपने हिस्से की ज़िन्दगी तो कब की जी चुके अब तो सिर्फ धडकनो का लिहाज करते है पर क्या करे ये दुनिया वाले उस पर भी ऐतराज करते है,negative
3158,पर अब उसे इन पागलों से निपटना पड़ेगाLibya की क्या हालत कर दी। गद्दाफी क्रूर था पर सनकी नहीं।अब तो सारे कट्टर आतंकी हैं।,negative
3159,फरिदाबाद में एक मसाज पार्लर पर पुलिस का छापा। 3लड़के और 5 लड़कियां गिरफ्तार।,negative
3160,क्या बकवास न्यूज़ है|,negative
3161,झेलम की बाढ़ में बहता हुआ एक सूअर बगल में बहती गाय से तो क्या सोचा तुमने इस्लाम क़ुबूल कर रही हो?सीधे जन्नतमिलेगी ।,negative
3162,क्या कहे इस योगी भोगी को गालियां तो नही दुंगा नही तो गालियों का भी अपमान होगा,negative
3163,कौन कहता है की आदमी अपनी किस्मत खुद लिखता है अगर ये सच है तो किस्मत में दर्द कौन लिखता है .,negative
3164,तो श्रद्धा क्यों न हों वे कोई मुल्ले हैं क्या।,negative
3165,हद हे यार वो लोग isis बड़े गर्व से join कररहे हे वोभी दुसरे देश जाकर और आप लोगो को RSS join करने में भी शर्म आरही हे join RSS,negative
3166,पचास साल मे शाहरुख ने क्या बाडी बना ली ।और यहा दिल्ली में 25-30 साल के लौडे साले गभॆवती बने घुम रहे हैं। #SRKRockSolid,negative
3167,कुछ लोग दूसरो मजाक उड़ाते है खुद को बराबर समझते है वास्तव मै इतनी अवकात नही।,negative
3168,तेरे कुछ दोस्त गांडू है तू भी है ?,negative
3169,अपनी कमजोरियोँ का जिक्र कभी नकरना जमाने से। लोग कटी पतंगको जम कर लुटा करते हैँ॥ #MinionsOnStarMovies #KashmirFloods,negative
3170,दोगले कांग्रेसियो अगर परिवर्तन यात्रा निकालनी है तो बेशर्म बेहया और कंठ तक भ्रस्ताचार में डूबी केंद्र सरकार ने खिलाफ निकालो सब साथ देंगे,negative
3171,Kashmir पुर के समय Pappu ऊर्फे Rahul Gandhi वीदेश घुमने चला गया हे साला नालायक देहाती साला मुन्गेरी कहीका .,negative
3172,सबसे उपयुक्त बयान मायावती का । सजा कड़ी से कड़ी हो और इस सजा का बढ चढ कर प्रचार हो । delhigangrape,negative
3173,कुछ लोग जख्म देकर चले जाते हैं लेकिन कुछ उनके भी बाप होते हैं घाव करने के बाद भी नमक की थैली लेकर पीछे-पीछे घूमते रहते हैं।,negative
3174,अलकायदा की खुली धमकी भारत को इस्लामिक स्टेट बनायेंगे,negative
3175,नहीं भाई में तो जोबलेस जर्क हूँ में कहाँ से लाऊंगा पैसे दान करने को?,negative
3176,अब कोई जोधा नहीं जाएगी अकबर के साथ : योगी,negative
3177,जिस पाकिस्तान को अपना बाप मानते हो इस आफत के वक्त में कहाँ मर गया तुम्हारा बाप?,negative
3178,बगदादी की हत्या के पीछे RSS एवं मोदी जी का हाथ है।हां हा हा हाठंकू ठंकू अली बे ज़बर उपभात खाबे कब ??,negative
3179,बेटा बाप को पैसे दिखा रहा है पाकिस्तान में अगर बाढ़ आ जाए तो लुंगी उठाकर भागने की जगह नहीं है। साला मदद करेगा गद्दार कौम।,negative
3180,ये चूतिया बनाता है यही इसका काम है ये मीडिया का आदमी है ये कभी आया ही नहीं राजस्थान,negative
3181,जनता के पास एक ही चारा है बगावत यह बात कह रहा हूँ मैं होशो-हवास में,negative
3182,Kashmir पुर के समय Pappu ऊर्फे Rahul Gandhi वीदेश घुमने चला गया हे साला नालायक देहाती साला मुन्गेरी कहीका,negative
3183,अरविन्द केजरीवाल को सत्ता का लालच नहीं है फिर भी मुख्य मंत्री तो कभी प्रधान मंत्री बनने के लिए इनकी जीभ बाहर निकली रहती है।,negative
3184,बहुत कुछ कहना है पर कहूँ भी तो किसे कहूँख़ुद से ही इतना ख़फ़ा ख़फ़ा रहता हूँ आजकल,negative
3185,काश की कश्मीर में आई बाढ़ हिन्दुस्तान में रहने वाले पाकिस्तानियो को अपने साथ ले जाये और पकिस्तान छोड़ आये काश #Kashmir,negative
3186,पाक की मदद के लिए आर एस एस और मोदी भक्त गांधीजी को कोसते है क्या मोदीजी की सहृदयता पर कुछ फरमाएंगे ?,negative
3187,सवाल :- एक बात मुझे आज तक समझ में नहीं आई की जब देश 1757 से 1947 तक गुलाम था फिर अमीरों और राजाओं की औलाद देश,negative
3188,ये फेसबुक पर जो नए दौर की गंध फैलनी शुरू हुई है मजा आ रहा है बेहतरीन पिक्चर वाले हम सब पहले कितने बेहतरीन,negative
3189,जहर मरने के लिए थोडा सा लेकिनजिंदा रहने के लिए बहुत सारा पीना पड़ता है,negative
3190,मुम्बई। एक नाबालिग लड़की से सात महीने तक दुष्कर्म करने के आरोप में शिवसेना नेता वासुदेव नांबियार को गिरफ्तार किया,negative
3191,सुननेमें आ रहा है की भारतीय शेखूलरो का नया आइकॉन अबू अल बगदादी अमरीकी हमलेमें सूअरकी मौत मारा गया अच्छा हुआ साला कुत्ता कहिका,negative
3192,बैंक से लोन ले कर बनारस चुनाव मे उतरे थे केजरू जी।कंगाल हो गए। आज हालत ये है की जन धन योजना मे भी खाता नही खोल रहा कोई#JaiHoNeta,negative
3193,इराक को जिस तरह अमेरिका-यूरोप ने बेवजह बर्बाद किया है उसकी कीमत चुकानी ही पड़ेगी इन्हें,negative
3194,BJP जितना चूतिया अंधभक्तों का काट रही है उतना तो Congress ने Mannu का भी नहीं काटा।,negative
3195,जनता का धन जनता को राहत योजना मे भी अगर1000करोड़ मे10%राशि भी मिल जुलकर घोटाला होती तो भ्रष्टाचारियो से एक शुन्य अथवा1000करोड़ जुर्माना लगती,negative
3196,#उत_तर_प_रद_श #latest पिछले जन्म में कट्टर मुस्लिम थे नरेन्द्र मोदी: लखनऊ। भारतीय जनता पार्टी के नेता और,negative
3197,श्रीकृष्ण के द्वारकाधीश मंदिर पर पाकिस्तान ने फेंके थे 156 बम जानिए पूरी घटना #DwarkaTemple #Pakistan #ShriKrishna,negative
3198,इतनी तो नहीं थी पहले गर्मी लाईट तो पहले भी जाया करती थी पर कुछ ज्यादा ही सताने लगी गर्मी जबसे पडोसी के यहाँ इन्वर्टर लग गया,negative
3199,सोनिया जी बहुत क्रोधित हैँ एकाध AK-47 लेकर कहीँ नक्सलियोँ के सफाये के लिए अकेले ही न निकल पड़ेँ । राहुल को पीठ पर बाँधकर. Naxals UPeeA,negative
3200,मौत सब को आती हैजीना सब को नहीं आता,negative
3201,''न हवा की गलती है न दोष नाविक का जो लेकर डूबा तुझे वो तेरा आचरण होगा।,negative
3202,ET कोई हुर्रियत वाला आया ? कोई जमुरियत वाला आया ? जिसे रोज पत्थर मारते थे उस भारतीय सेना का जवान आया #KashmirFloods,negative
3203,दिग्विजय की हरकते जिस प्रकार की है वो बहुत ही गंभीर चिंता का विषय है।,negative
3204,गांधीजीं चे कलयुगातील ३ माकड : १) करुणानिधि : जो कि पाहू शकत नाही २) ममता : जी कोणाचं ऐकत नाही ३) मनमोहन : जे कधी काही बोलत नाहीत :P,negative
3205,भरम है तो भरम ही रहने दोजानता हूं मोहब्बत  नहीं है … पर जो भी है … कुछ देर तो रहने दो …,negative
3206,चूहे की औलाद है तो बिल ही खोदेंगे,negative
3207,जौली गंगनहर पटरी पर मारे गये लोगों को दी श्रद्धांजलि: मोरना। गत वर्ष सात सितम्बर को जौली गंगनहर पटरी पर दंगें में,negative
